Age,Workclass,FinalWeight,Education,EducationNum,MaritalStatus,Occupation,Relationship,Race,Sex,Hours-Per-Week,Native Country,Income,age_hours_interaction
19, ?,369527, Some-college,10, Never-married, ?, Own-child, White, Female,40, United-States, <=50K,760
47, Private,464945, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,45, United-States, <=50K,2115
44, Local-gov,174684, HS-grad,9, Divorced, Craft-repair, Unmarried, Black, Male,40, United-States, <=50K,1760
26, Local-gov,166295, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,41, United-States, <=50K,1066
36, Private,220511, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1440
52, Private,246936, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K,2080
33, Private,104509, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K,1320
48, ?,266337, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,40, United-States, <=50K,1920
33, Private,252168, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States, <=50K,1320
25, Private,92093, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,20, United-States, <=50K,500
62, Private,88055, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K,2480
38, Private,129591, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1520
46, Private,142719, HS-grad,9, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,65, United-States, <=50K,2990
18, ?,264924, Some-college,10, Never-married, ?, Own-child, White, Female,40, United-States, <=50K,720
46, Private,128796, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,44, United-States, >50K,2024
38, Private,115336, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,70, United-States, <=50K,2660
52, Private,190333, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, >50K,2080
63, Self-emp-not-inc,179444, 7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,15, United-States, <=50K,945
49, Private,218676, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,43, United-States, <=50K,2107
17, Local-gov,148194, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,12, United-States, <=50K,204
33, Private,184833, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,35, United-States, <=50K,1155
70, Self-emp-not-inc,280639, HS-grad,9, Widowed, Other-service, Other-relative, White, Female,20, United-States, <=50K,1400
19, Private,217769, Some-college,10, Never-married, Other-service, Own-child, White, Female,15, United-States, <=50K,285
27, ?,180553, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,40, United-States, >50K,1080
61, Private,56009, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K,2440
33, Private,255334, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,25, United-States, >50K,825
46, Self-emp-inc,328216, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,42, ?, >50K,1932
29, Private,349154, 10th,6, Separated, Farming-fishing, Unmarried, White, Female,40, Guatemala, <=50K,1160
40, Local-gov,24763, Some-college,10, Divorced, Transport-moving, Unmarried, White, Male,40, United-States, <=50K,1600
43, State-gov,41834, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,38, United-States, >50K,1634
24, Private,113466, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K,960
29, Private,130856, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, <=50K,1740
61, Self-emp-not-inc,268797, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,17, United-States, <=50K,1037
48, Private,202117, 11th,7, Divorced, Other-service, Not-in-family, White, Female,34, United-States, <=50K,1632
19, Private,280146, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,20, United-States, <=50K,380
30, Private,70377, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K,1200
24, Private,236696, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,30, United-States, <=50K,720
39, Local-gov,222572, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,43, United-States, <=50K,1677
46, Self-emp-inc,110702, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,60, United-States, <=50K,2760
40, Private,96129, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,72, United-States, >50K,2880
27, Local-gov,200492, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, <=50K,1080
25, Private,193820, Masters,14, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, <=50K,1000
31, Private,454508, 11th,7, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K,1240
58, Private,220789, Bachelors,13, Divorced, Transport-moving, Not-in-family, White, Male,45, United-States, <=50K,2610
33, Private,101345, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,42, Canada, >50K,1386
40, Private,140559, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,25, United-States, <=50K,1000
40, Self-emp-inc,64885, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,70, United-States, >50K,2800
31, Private,402361, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1240
33, Private,143582, HS-grad,9, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female,48, China, <=50K,1584
49, Private,185385, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, <=50K,2205
24, Private,112706, Assoc-voc,11, Never-married, Tech-support, Own-child, White, Male,40, United-States, <=50K,960
46, Private,130364, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,40, United-States, <=50K,1840
58, Local-gov,147428, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K,2320
20, Private,205895, Some-college,10, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K,400
65, ?,273569, HS-grad,9, Widowed, ?, Unmarried, White, Male,40, United-States, <=50K,2600
43, Private,153160, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, <=50K,1720
48, Self-emp-not-inc,167918, Masters,14, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,50, India, <=50K,2400
41, Private,195661, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,54, United-States, <=50K,2214
27, State-gov,146243, Some-college,10, Separated, Other-service, Not-in-family, White, Female,30, United-States, <=50K,810
52, ?,105428, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,12, United-States, <=50K,624
26, Private,149943, HS-grad,9, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,60, ?, <=50K,1560
52, Local-gov,246197, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,2080
52, Local-gov,192563, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,38, United-States, <=50K,1976
19, Private,244115, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,30, United-States, <=50K,570
39, Local-gov,98587, Some-college,10, Divorced, Prof-specialty, Own-child, White, Female,45, United-States, <=50K,1755
47, Private,145886, Some-college,10, Divorced, Other-service, Unmarried, White, Female,40, United-States, <=50K,1880
27, Private,244315, HS-grad,9, Divorced, Craft-repair, Other-relative, Other, Male,40, United-States, <=50K,1080
48, Private,192779, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K,1920
50, Private,209464, HS-grad,9, Separated, Other-service, Unmarried, White, Female,35, United-States, <=50K,1750
60, Private,25141, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States, <=50K,3600
28, Private,405793, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,45, United-States, >50K,1260
47, Federal-gov,53498, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,40, United-States, <=50K,1880
69, ?,476653, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,20, United-States, <=50K,1380
40, Self-emp-not-inc,162312, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,66, South, <=50K,2640
37, Private,277022, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Female,40, Nicaragua, <=50K,1480
41, State-gov,109762, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K,1640
38, Private,123031, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,48, Trinadad&Tobago, <=50K,1824
46, Federal-gov,119890, Assoc-voc,11, Separated, Tech-support, Not-in-family, Other, Female,30, United-States, <=50K,1380
21, Self-emp-not-inc,409230, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,30, United-States, <=50K,630
44, Private,223308, Masters,14, Separated, Sales, Unmarried, White, Female,48, United-States, <=50K,2112
38, ?,129150, 10th,6, Separated, ?, Own-child, White, Male,35, United-States, <=50K,1330
47, Self-emp-not-inc,119199, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,35, United-States, >50K,1645
42, Private,46221, Doctorate,16, Married-spouse-absent, Other-service, Not-in-family, White, Male,60, ?, >50K,2520
42, Local-gov,351161, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K,1680
56, Private,174533, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,45, United-States, >50K,2520
32, Private,324386, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,40, United-States, <=50K,1280
24, Private,126568, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,33, United-States, <=50K,792
26, Private,275703, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K,1040
36, Self-emp-not-inc,219611, Bachelors,13, Never-married, Sales, Not-in-family, Black, Female,50, United-States, <=50K,1800
49, Private,200471, 11th,7, Never-married, Other-service, Not-in-family, White, Male,60, United-States, <=50K,2940
65, Private,155261, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K,2600
73, State-gov,74040, 7th-8th,4, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,40, United-States, <=50K,2920
34, Private,226296, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K,1360
22, Private,211968, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K,880
49, Local-gov,126446, Some-college,10, Never-married, Other-service, Unmarried, White, Female,30, United-States, <=50K,1470
25, Private,262885, 11th,7, Never-married, Other-service, Unmarried, Black, Female,32, United-States, <=50K,800
39, Private,188069, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,25, United-States, <=50K,975
19, Private,113546, 11th,7, Never-married, Craft-repair, Not-in-family, White, Male,56, United-States, <=50K,1064
24, Private,227070, 10th,6, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,40, United-States, <=50K,960
34, Private,136997, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,35, United-States, <=50K,1190
35, ?,119006, HS-grad,9, Widowed, ?, Own-child, White, Female,38, United-States, <=50K,1330
21, Private,212407, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,40, United-States, <=50K,840
43, Private,197810, Masters,14, Divorced, Other-service, Unmarried, White, Female,40, United-States, <=50K,1720
35, Federal-gov,35309, Bachelors,13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,28, ?, <=50K,980
39, Private,141802, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K,1560
48, ?,184513, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,80, United-States, >50K,3840
33, Self-emp-not-inc,124187, Assoc-acdm,12, Never-married, Other-service, Not-in-family, Black, Male,32, United-States, <=50K,1056
19, Private,201743, Some-college,10, Never-married, Other-service, Own-child, White, Female,26, United-States, <=50K,494
17, Private,156736, 10th,6, Never-married, Sales, Unmarried, White, Female,12, United-States, <=50K,204
43, Self-emp-not-inc,47261, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States, <=50K,2150
62, Private,150693, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,42, United-States, <=50K,2604
53, Local-gov,233734, Masters,14, Divorced, Prof-specialty, Not-in-family, Black, Female,40, United-States, >50K,2120
45, State-gov,35969, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, >50K,2700
47, Private,159550, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Black, Female,40, United-States, <=50K,1880
30, Private,190823, Some-college,10, Never-married, Other-service, Own-child, Black, Female,40, United-States, <=50K,1200
53, Private,213378, HS-grad,9, Separated, Sales, Not-in-family, White, Female,33, United-States, <=50K,1749
24, Private,257500, HS-grad,9, Separated, Machine-op-inspct, Own-child, Black, Female,40, United-States, <=50K,960
41, Local-gov,488706, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K,1640
58, Local-gov,239405, 5th-6th,3, Divorced, Other-service, Other-relative, Black, Female,40, Haiti, <=50K,2320
27, Federal-gov,105189, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,50, United-States, <=50K,1350
63, State-gov,109735, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,38, United-States, <=50K,2394
50, Private,172942, Some-college,10, Divorced, Other-service, Own-child, White, Male,28, United-States, <=50K,1400
43, Local-gov,209899, Masters,14, Never-married, Tech-support, Not-in-family, Black, Female,47, United-States, >50K,2021
29, Self-emp-inc,87745, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,60, United-States, <=50K,1740
41, Private,187881, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K,1640
55, Private,234125, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K,2200
36, Private,272944, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,45, United-States, <=50K,1620
23, Local-gov,129232, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, <=50K,920
22, Private,100345, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,55, United-States, >50K,1210
58, Self-emp-not-inc,195835, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,45, United-States, <=50K,2610
25, Private,251854, 11th,7, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States, <=50K,1000
40, Private,103474, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,30, United-States, <=50K,1200
38, Private,22042, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,39, United-States, <=50K,1482
37, Private,343721, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K,1480
19, Private,232368, Some-college,10, Never-married, Other-service, Own-child, White, Female,35, United-States, <=50K,665
55, Private,174478, 10th,6, Never-married, Other-service, Not-in-family, White, Male,29, United-States, <=50K,1595
55, Private,282023, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K,2750
28, Private,274690, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,45, United-States, <=50K,1260
53, Private,251675, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, El-Salvador, <=50K,2120
32, ?,647882, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,40, ?, <=50K,1280
60, Private,128367, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Male,42, United-States, <=50K,2520
32, Private,37380, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,38, United-States, <=50K,1216
34, Private,173730, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K,1700
49, Private,353824, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,45, United-States, >50K,2205
21, Private,225890, Some-college,10, Never-married, Other-service, Other-relative, White, Female,30, United-States, <=50K,630
24, State-gov,147147, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female,20, United-States, <=50K,480
53, Private,233780, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, Black, Female,40, United-States, <=50K,2120
29, Private,394927, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,40, ?, <=50K,1160
34, Local-gov,188682, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K,1360
52, ?,115209, Prof-school,15, Married-spouse-absent, ?, Unmarried, Asian-Pac-Islander, Female,40, Vietnam, <=50K,2080
41, Private,277192, 5th-6th,3, Married-civ-spouse, Farming-fishing, Wife, White, Female,40, Mexico, <=50K,1640
21, Private,314182, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K,840
43, Private,220776, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,35, United-States, >50K,1505
31, Local-gov,189269, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,40, United-States, <=50K,1240
38, Private,35429, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K,1520
42, Private,154374, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K,2520
62, Private,161460, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Male,30, United-States, <=50K,1860
51, Private,251487, 7th-8th,4, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,40, United-States, <=50K,2040
30, Private,177531, HS-grad,9, Never-married, Sales, Unmarried, Black, Female,25, United-States, <=50K,750
24, Private,53942, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K,960
36, Private,113481, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K,1440
57, Private,361324, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,2280
46, Private,330087, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, >50K,2530
33, Private,276221, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K,1320
42, Private,121055, Some-college,10, Never-married, Sales, Not-in-family, White, Male,45, United-States, <=50K,1890
62, Private,118696, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,2480
64, Self-emp-not-inc,289741, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,20, United-States, <=50K,1280
18, Private,238401, Some-college,10, Never-married, Sales, Own-child, White, Female,25, United-States, <=50K,450
43, Private,262038, 5th-6th,3, Married-spouse-absent, Farming-fishing, Unmarried, White, Male,35, Mexico, <=50K,1505
62, Self-emp-not-inc,26911, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,66, United-States, <=50K,4092
29, Private,161155, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, <=50K,1450
43, Private,252519, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40, Haiti, >50K,1720
39, Private,43712, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K,1560
69, ?,167826, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,40, United-States, <=50K,2760
34, Private,188900, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States, <=50K,1360
44, Private,120057, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K,1980
25, Private,134113, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,30, United-States, <=50K,750
47, Local-gov,165822, Some-college,10, Divorced, Transport-moving, Unmarried, White, Male,40, United-States, <=50K,1880
17, Private,99161, 10th,6, Never-married, Other-service, Own-child, White, Male,8, United-States, <=50K,136
41, Local-gov,74581, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Male,65, United-States, <=50K,2665
19, Private,304643, Some-college,10, Never-married, Sales, Own-child, White, Male,20, United-States, <=50K,380
57, Private,121821, 1st-4th,2, Married-civ-spouse, Other-service, Husband, Other, Male,40, Dominican-Republic, <=50K,2280
25, Private,154863, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Male,35, United-States, <=50K,875
37, Local-gov,365430, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, Canada, >50K,1480
29, Private,183111, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K,1160
32, Private,50178, Some-college,10, Never-married, Sales, Own-child, White, Male,35, United-States, <=50K,1120
35, Private,186845, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K,1575
52, Private,159908, 12th,8, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K,2080
41, Private,162189, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,40, Peru, <=50K,1640
29, Private,128509, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,38, El-Salvador, <=50K,1102
23, Private,143032, Masters,14, Never-married, Prof-specialty, Own-child, White, Female,36, United-States, <=50K,828
31, Private,382368, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1240
40, Private,210013, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K,2000
19, Private,293928, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,20, United-States, <=50K,380
21, Private,208503, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,10, United-States, <=50K,210
37, State-gov,191841, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, >50K,1480
49, Self-emp-not-inc,355978, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, United-States, >50K,1715
64, Local-gov,202738, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,35, United-States, <=50K,2240
37, Local-gov,144322, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,43, United-States, <=50K,1591
70, Self-emp-not-inc,155141, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,12, United-States, >50K,840
22, Private,160120, 10th,6, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,30, United-States, <=50K,660
29, Self-emp-inc,190450, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,40, Germany, <=50K,1160
37, Private,212900, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1480
29, Private,115677, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,40, United-States, <=50K,1160
38, Private,252250, 11th,7, Divorced, Machine-op-inspct, Not-in-family, White, Male,65, United-States, <=50K,2470
27, Private,212041, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States, <=50K,1350
58, State-gov,198145, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,35, United-States, >50K,2030
60, Local-gov,113658, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,35, United-States, <=50K,2100
20, Private,32426, Some-college,10, Never-married, Sales, Not-in-family, White, Male,25, United-States, <=50K,500
51, Private,98791, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K,2040
37, Private,203828, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,65, United-States, <=50K,2405
22, State-gov,186634, 12th,8, Never-married, Exec-managerial, Not-in-family, White, Male,50, United-States, >50K,1100
56, Self-emp-not-inc,125147, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States, <=50K,3360
26, Private,247455, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,42, United-States, >50K,1092
19, Private,97215, Some-college,10, Separated, Sales, Unmarried, White, Female,25, United-States, <=50K,475
37, Private,330826, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,30, United-States, <=50K,1110
27, Private,200802, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,40, United-States, <=50K,1080
27, Private,156266, HS-grad,9, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,20, United-States, <=50K,540
52, Self-emp-not-inc,72257, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K,2600
45, Private,363087, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female,40, United-States, <=50K,1800
28, Private,25955, Some-college,10, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,40, United-States, <=50K,1120
20, Private,334633, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K,800
28, Private,109162, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,50, United-States, <=50K,1400
44, Private,569761, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40, United-States, <=50K,1760
30, Private,209900, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1200
26, State-gov,272986, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, Black, Female,8, United-States, <=50K,208
55, ?,52267, Masters,14, Married-civ-spouse, ?, Husband, White, Male,18, United-States, <=50K,990
46, Private,82946, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K,1840
51, Private,104651, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K,2550
25, Local-gov,58441, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K,1000
43, Local-gov,269733, HS-grad,9, Separated, Other-service, Not-in-family, White, Male,40, United-States, <=50K,1720
19, ?,128453, HS-grad,9, Never-married, ?, Own-child, White, Female,28, United-States, <=50K,532
36, Private,179468, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K,1440
36, Private,183081, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K,1440
48, Private,102938, Bachelors,13, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,40, Vietnam, <=50K,1920
30, ?,157289, 11th,7, Never-married, ?, Unmarried, White, Male,40, United-States, <=50K,1200
24, Private,359828, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,44, United-States, >50K,1056
30, Private,155659, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,36, United-States, <=50K,1080
24, Private,585203, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,45, United-States, >50K,1080
62, Private,173601, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K,2480
41, Self-emp-not-inc,214541, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K,1640
49, Self-emp-not-inc,163352, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,85, United-States, >50K,4165
36, Self-emp-not-inc,153976, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K,1800
47, Local-gov,247676, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,45, United-States, <=50K,2115
49, State-gov,155372, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K,1960
52, Private,329733, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K,2080
52, Private,162576, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K,2080
26, Private,176520, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,53, United-States, <=50K,1378
51, State-gov,226885, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K,2040
18, Private,120781, 10th,6, Never-married, Other-service, Own-child, White, Male,20, United-States, <=50K,360
30, Private,375827, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,40, United-States, <=50K,1200
